,image_name,has_potholes,rating,is_pitched,has_cracks
6514,India_0024892.jpg,0,3,1,0
6515,India_0024910.jpg,0,3,1,0
6516,India_0024911.jpg,0,3,1,0
6517,India_0024912.jpg,0,3,1,0
6518,India_0024950.jpg,0,3,1,0
6519,India_0024951.jpg,0,3,1,0
6520,India_0024952.jpg,0,3,1,0
6521,India_0025010.jpg,0,3,1,0
6522,India_0025011.jpg,0,3,1,0
6523,India_0025012.jpg,0,3,1,0
6524,India_0025110.jpg,0,3,1,0
6525,India_0025111.jpg,0,3,1,0
6526,India_0025112.jpg,0,3,1,0
6527,India_0025130.jpg,1,1,1,1
6528,India_0025131.jpg,1,1,1,1
6529,India_0025132.jpg,1,1,1,1
6530,India_0025140.jpg,0,3,1,1
6531,India_0025141.jpg,0,3,1,1
6532,India_0025142.jpg,0,3,1,1
6533,India_0025180.jpg,0,2,1,1
6534,India_0025181.jpg,0,2,1,1
6535,India_0025182.jpg,0,2,1,1
6536,India_0025290.jpg,0,3,1,0
6537,India_0025291.jpg,0,3,1,0
6538,India_0025292.jpg,0,3,1,0
6539,India_0025310.jpg,0,3,1,0
6540,India_0025311.jpg,0,3,1,0
6541,India_0025312.jpg,0,3,1,0
6542,India_0025420.jpg,0,3,1,0
6543,India_0025421.jpg,0,3,1,0
6544,India_0025422.jpg,0,3,1,0
6545,India_0025450.jpg,0,3,1,0
6546,India_0025451.jpg,0,3,1,0
6547,India_0025452.jpg,0,3,1,0
6548,India_0025590.jpg,0,3,1,0
6549,India_0025591.jpg,0,3,1,0
6550,India_0025592.jpg,0,3,1,0
6551,India_0025610.jpg,0,2,1,1
6552,India_0025611.jpg,0,2,1,1
6553,India_0025612.jpg,0,2,1,1
6554,India_0025680.jpg,0,2,1,1
6555,India_0025681.jpg,0,2,1,1
6556,India_0025682.jpg,0,2,1,1
6557,India_0025710.jpg,1,2,1,1
6558,India_0025711.jpg,1,2,1,1
6559,India_0025712.jpg,1,2,1,1
6560,India_0025770.jpg,0,2,1,1
6561,India_0025771.jpg,0,2,1,1
6562,India_0025772.jpg,0,2,1,1
6563,India_0025840.jpg,1,1,1,1
6564,India_0025841.jpg,1,1,1,1
6565,India_0025842.jpg,1,1,1,1
6566,India_0025970.jpg,0,3,1,0
6567,India_0025971.jpg,0,3,1,0
6568,India_0025972.jpg,0,3,1,0
6569,India_0025990.jpg,0,3,1,0
6570,India_0025991.jpg,0,3,1,0
6571,India_0025992.jpg,0,3,1,0
6572,India_0026010.jpg,0,3,1,0
6573,India_0026011.jpg,0,3,1,0
6574,India_0026012.jpg,0,3,1,0
6575,India_0026260.jpg,0,2,0,0
6576,India_0026261.jpg,0,2,0,0
6577,India_0026262.jpg,0,2,0,0
6578,India_0026270.jpg,1,1,0,0
6579,India_0026271.jpg,1,1,0,0
6580,India_0026272.jpg,1,1,0,0
6581,India_0026300.jpg,0,3,0,0
6582,India_0026301.jpg,0,3,0,0
6583,India_0026302.jpg,0,3,0,0
6584,India_0026330.jpg,1,3,0,0
6585,India_0026331.jpg,1,3,0,0
6586,India_0026332.jpg,1,3,0,0
6587,India_0026340.jpg,0,3,1,0
6588,India_0026341.jpg,0,3,1,0
6589,India_0026342.jpg,0,3,1,0
6590,India_0026350.jpg,1,2,1,0
6591,India_0026351.jpg,1,2,1,0
6592,India_0026352.jpg,1,2,1,0
6593,India_0026490.jpg,0,3,1,0
6594,India_0026491.jpg,0,3,1,0
6595,India_0026492.jpg,0,3,1,0
6596,India_0026500.jpg,0,3,1,0
6597,India_0026501.jpg,0,3,1,0
6598,India_0026502.jpg,0,3,1,0
6599,India_0026510.jpg,1,1,1,1
6600,India_0026511.jpg,1,1,1,1
6601,India_0026512.jpg,1,1,1,1
6602,India_0026600.jpg,1,1,1,1
6603,India_0026601.jpg,1,1,1,1
6604,India_0026602.jpg,1,1,1,1
6605,India_0026610.jpg,1,2,1,0
6606,India_0026611.jpg,1,2,1,0
6607,India_0026612.jpg,1,2,1,0
6608,India_0026630.jpg,0,2,1,1
6609,India_0026631.jpg,0,2,1,1
6610,India_0026632.jpg,0,2,1,1
6611,India_0026690.jpg,0,3,1,0
6612,India_0026691.jpg,0,3,1,0
6613,India_0026692.jpg,0,3,1,0
6614,India_0026770.jpg,0,3,1,0
6615,India_0026771.jpg,0,3,1,0
6616,India_0026772.jpg,0,3,1,0
6617,India_0026820.jpg,0,2,1,0
6618,India_0026821.jpg,0,2,1,0
6619,India_0026822.jpg,0,2,1,0
6620,India_0026830.jpg,1,2,1,0
6621,India_0026831.jpg,1,2,1,0
6622,India_0026832.jpg,1,2,1,0
6623,India_0026840.jpg,0,3,1,0
6624,India_0026841.jpg,0,3,1,0
6625,India_0026842.jpg,0,3,1,0
6626,India_0026870.jpg,0,2,1,1
6627,India_0026871.jpg,0,2,1,1
6628,India_0026872.jpg,0,2,1,1
6629,India_0026880.jpg,0,2,1,0
6630,India_0026881.jpg,0,2,1,0
6631,India_0026882.jpg,0,2,1,0
6632,India_0026910.jpg,1,1,1,1
6633,India_0026911.jpg,1,1,1,1
6634,India_0026912.jpg,1,1,1,1
6635,India_0026940.jpg,0,2,1,0
6636,India_0026941.jpg,0,2,1,0
6637,India_0026942.jpg,0,2,1,0
6638,India_0027010.jpg,1,2,1,0
6639,India_0027011.jpg,1,2,1,0
6640,India_0027012.jpg,1,2,1,0
6641,India_0027070.jpg,0,2,1,1
6642,India_0027071.jpg,0,2,1,1
6643,India_0027072.jpg,0,2,1,1
6644,India_0027090.jpg,0,2,1,0
6645,India_0027091.jpg,0,2,1,0
6646,India_0027092.jpg,0,2,1,0
6647,India_0027150.jpg,0,3,1,0
6648,India_0027151.jpg,0,3,1,0
6649,India_0027152.jpg,0,3,1,0
6650,India_0027210.jpg,0,3,1,1
6651,India_0027211.jpg,0,3,1,1
6652,India_0027212.jpg,0,3,1,1
6653,India_0027280.jpg,0,3,1,1
6654,India_0027281.jpg,0,3,1,1
6655,India_0027282.jpg,0,3,1,1
6656,India_0027310.jpg,0,3,1,1
6657,India_0027311.jpg,0,3,1,1
6658,India_0027312.jpg,0,3,1,1
6659,India_0027380.jpg,0,2,1,0
6660,India_0027381.jpg,0,2,1,0
6661,India_0027382.jpg,0,2,1,0
6662,India_0027400.jpg,0,2,1,1
6663,India_0027401.jpg,0,2,1,1
6664,India_0027402.jpg,0,2,1,1
6665,India_0027440.jpg,0,3,1,1
6666,India_0027441.jpg,0,3,1,1
6667,India_0027442.jpg,0,3,1,1
6668,India_0027580.jpg,0,3,1,0
6669,India_0027581.jpg,0,3,1,0
6670,India_0027582.jpg,0,3,1,0
6671,India_0027600.jpg,0,2,1,1
6672,India_0027601.jpg,0,2,1,1
6673,India_0027602.jpg,0,2,1,1
6674,India_0027610.jpg,0,2,1,1
6675,India_0027611.jpg,0,2,1,1
6676,India_0027612.jpg,0,2,1,1
6677,India_0027640.jpg,0,3,1,0
6678,India_0027641.jpg,0,3,1,0
6679,India_0027642.jpg,0,3,1,0
6680,India_0027690.jpg,0,3,1,0
6681,India_0027691.jpg,0,3,1,0
6682,India_0027692.jpg,0,3,1,0
6683,India_0027730.jpg,0,2,1,1
6684,India_0027731.jpg,0,2,1,1
6685,India_0027732.jpg,0,2,1,1
6686,India_0027780.jpg,0,3,1,0
6687,India_0027781.jpg,0,3,1,0
6688,India_0027782.jpg,0,3,1,0
6689,India_0027790.jpg,0,2,1,1
6690,India_0027791.jpg,0,2,1,1
6691,India_0027792.jpg,0,2,1,1
6692,India_0027830.jpg,1,2,1,1
6693,India_0027831.jpg,1,2,1,1
6694,India_0027832.jpg,1,2,1,1
6695,India_0027850.jpg,0,3,1,0
6696,India_0027851.jpg,0,3,1,0
6697,India_0027852.jpg,0,3,1,0
6698,India_0027910.jpg,0,3,1,0
6699,India_0027911.jpg,0,3,1,0
6700,India_0027912.jpg,0,3,1,0
6701,India_0027940.jpg,0,3,1,0
6702,India_0027941.jpg,0,3,1,0
6703,India_0027942.jpg,0,3,1,0
6704,India_0028000.jpg,0,2,1,1
6705,India_0028001.jpg,0,2,1,1
6706,India_0028002.jpg,0,2,1,1
6707,India_0028020.jpg,0,2,1,1
6708,India_0028021.jpg,0,2,1,1
6709,India_0028022.jpg,0,2,1,1
6710,India_0028050.jpg,0,3,1,0
6711,India_0028051.jpg,0,3,1,0
6712,India_0028052.jpg,0,3,1,0
6713,India_0028070.jpg,0,3,1,0
6714,India_0028071.jpg,0,3,1,0
6715,India_0028072.jpg,0,3,1,0
6716,India_0028090.jpg,0,3,1,0
6717,India_0028091.jpg,0,3,1,0
6718,India_0028092.jpg,0,3,1,0
6719,India_0028120.jpg,0,3,1,0
6720,India_0028121.jpg,0,3,1,0
6721,India_0028122.jpg,0,3,1,0
6722,India_0028140.jpg,1,2,1,1
6723,India_0028141.jpg,1,2,1,1
6724,India_0028142.jpg,1,2,1,1
6725,India_0028260.jpg,0,3,1,0
6726,India_0028261.jpg,0,3,1,0
6727,India_0028262.jpg,0,3,1,0
6728,India_0028300.jpg,0,3,1,0
6729,India_0028301.jpg,0,3,1,0
6730,India_0028302.jpg,0,3,1,0
6731,India_0028310.jpg,0,2,1,1
6732,India_0028311.jpg,0,2,1,1
6733,India_0028312.jpg,0,2,1,1
6734,India_0028330.jpg,0,2,1,1
6735,India_0028331.jpg,0,2,1,1
6736,India_0028332.jpg,0,2,1,1
6737,India_0028480.jpg,0,3,1,0
6738,India_0028481.jpg,0,3,1,0
6739,India_0028482.jpg,0,3,1,0
6740,India_0028570.jpg,0,3,1,0
6741,India_0028571.jpg,0,3,1,0
6742,India_0028572.jpg,0,3,1,0
6743,India_0028610.jpg,0,3,1,0
6744,India_0028611.jpg,0,3,1,0
6745,India_0028612.jpg,0,3,1,0
6746,India_0028660.jpg,0,3,1,0
6747,India_0028661.jpg,0,3,1,0
6748,India_0028662.jpg,0,3,1,0
6749,India_0028720.jpg,0,2,1,0
6750,India_0028721.jpg,0,2,1,0
6751,India_0028722.jpg,0,2,1,0
6752,India_0028740.jpg,0,3,1,0
6753,India_0028741.jpg,0,3,1,0
6754,India_0028742.jpg,0,3,1,0
6755,India_0028760.jpg,1,2,1,1
6756,India_0028761.jpg,1,2,1,1
6757,India_0028762.jpg,1,2,1,1
6758,India_0028790.jpg,1,1,0,1
6759,India_0028791.jpg,1,1,0,1
6760,India_0028792.jpg,1,1,0,1
6761,India_0028870.jpg,0,2,1,1
6762,India_0028871.jpg,0,2,1,1
6763,India_0028872.jpg,0,2,1,1
6764,India_0028880.jpg,0,3,1,0
6765,India_0028881.jpg,0,3,1,0
6766,India_0028882.jpg,0,3,1,0
6767,India_0028970.jpg,0,1,0,0
6768,India_0028971.jpg,0,1,0,0
6769,India_0028972.jpg,0,1,0,0
6770,India_0029020.jpg,0,3,1,0
6771,India_0029021.jpg,0,3,1,0
6772,India_0029022.jpg,0,3,1,0
6773,India_0029080.jpg,0,2,1,1
6774,India_0029081.jpg,0,2,1,1
6775,India_0029082.jpg,0,2,1,1
6776,India_0029110.jpg,0,2,1,1
6777,India_0029111.jpg,0,2,1,1
6778,India_0029112.jpg,0,2,1,1
6779,India_0029180.jpg,0,2,1,1
6780,India_0029181.jpg,0,2,1,1
6781,India_0029182.jpg,0,2,1,1
6782,India_0029200.jpg,0,3,1,0
6783,India_0029201.jpg,0,3,1,0
6784,India_0029202.jpg,0,3,1,0
6785,India_0029270.jpg,1,2,1,0
6786,India_0029271.jpg,1,2,1,0
6787,India_0029272.jpg,1,2,1,0
6788,India_0029280.jpg,1,2,1,0
6789,India_0029281.jpg,1,2,1,0
6790,India_0029282.jpg,1,2,1,0
6791,India_0029290.jpg,1,2,1,1
6792,India_0029291.jpg,1,2,1,1
6793,India_0029292.jpg,1,2,1,1
6794,India_0029330.jpg,0,3,1,0
6795,India_0029331.jpg,0,3,1,0
6796,India_0029332.jpg,0,3,1,0
6797,India_0029400.jpg,0,1,0,0
6798,India_0029401.jpg,0,1,0,0
6799,India_0029402.jpg,0,1,0,0
6800,India_0029510.jpg,0,3,1,0
6801,India_0029511.jpg,0,3,1,0
6802,India_0029512.jpg,0,3,1,0
6803,India_0029520.jpg,0,3,1,0
6804,India_0029521.jpg,0,3,1,0
6805,India_0029522.jpg,0,3,1,0
6806,India_0029590.jpg,0,2,1,1
6807,India_0029591.jpg,0,2,1,1
6808,India_0029592.jpg,0,2,1,1
6809,India_0029640.jpg,0,3,1,0
6810,India_0029641.jpg,0,3,1,0
6811,India_0029642.jpg,0,3,1,0
6812,India_0029770.jpg,0,3,1,0
6813,India_0029771.jpg,0,3,1,0
6814,India_0029772.jpg,0,3,1,0
6815,India_0029820.jpg,1,2,1,0
6816,India_0029821.jpg,1,2,1,0
6817,India_0029822.jpg,1,2,1,0
6818,India_0029860.jpg,1,2,1,0
6819,India_0029861.jpg,1,2,1,0
6820,India_0029862.jpg,1,2,1,0
6821,India_0029880.jpg,0,3,1,0
6822,India_0029881.jpg,0,3,1,0
6823,India_0029882.jpg,0,3,1,0
6824,India_0029900.jpg,0,2,1,1
6825,India_0029901.jpg,0,2,1,1
6826,India_0029902.jpg,0,2,1,1
6827,India_0029960.jpg,1,1,1,1
6828,India_0029961.jpg,1,1,1,1
6829,India_0029962.jpg,1,1,1,1
6830,India_0029990.jpg,0,2,1,1
6831,India_0029991.jpg,0,2,1,1
6832,India_0029992.jpg,0,2,1,1
6833,India_0030030.jpg,0,3,1,0
6834,India_0030031.jpg,0,3,1,0
6835,India_0030032.jpg,0,3,1,0
6836,India_0030050.jpg,1,1,1,1
6837,India_0030051.jpg,1,1,1,1
6838,India_0030052.jpg,1,1,1,1
6839,India_0030080.jpg,0,3,1,0
6840,India_0030081.jpg,0,3,1,0
6841,India_0030082.jpg,0,3,1,0
6842,India_0030090.jpg,0,3,1,0
6843,India_0030091.jpg,0,3,1,0
6844,India_0030092.jpg,0,3,1,0
6845,India_0030190.jpg,0,3,1,0
6846,India_0030191.jpg,0,3,1,0
6847,India_0030192.jpg,0,3,1,0
6848,India_0030220.jpg,0,3,1,0
6849,India_0030221.jpg,0,3,1,0
6850,India_0030222.jpg,0,3,1,0
6851,India_0030240.jpg,0,2,1,1
6852,India_0030241.jpg,0,2,1,1
6853,India_0030242.jpg,0,2,1,1
6854,India_0030250.jpg,0,3,1,0
6855,India_0030251.jpg,0,3,1,0
6856,India_0030252.jpg,0,3,1,0
6857,India_0030260.jpg,0,2,1,1
6858,India_0030261.jpg,0,2,1,1
6859,India_0030262.jpg,0,2,1,1
6860,India_0030310.jpg,1,2,1,1
6861,India_0030311.jpg,1,2,1,1
6862,India_0030312.jpg,1,2,1,1
6863,India_0030370.jpg,1,2,1,1
6864,India_0030371.jpg,1,2,1,1
6865,India_0030372.jpg,1,2,1,1
6866,India_0030380.jpg,1,1,1,1
6867,India_0030381.jpg,1,1,1,1
6868,India_0030382.jpg,1,1,1,1
6869,India_0030400.jpg,0,3,1,0
6870,India_0030401.jpg,0,3,1,0
6871,India_0030402.jpg,0,3,1,0
6872,India_0030500.jpg,0,2,1,1
6873,India_0030501.jpg,0,2,1,1
6874,India_0030502.jpg,0,2,1,1
6875,India_0030610.jpg,0,3,1,0
6876,India_0030611.jpg,0,3,1,0
6877,India_0030612.jpg,0,3,1,0
6878,India_0030670.jpg,0,3,1,0
6879,India_0030671.jpg,0,3,1,0
6880,India_0030672.jpg,0,3,1,0
6881,India_0030890.jpg,1,1,1,1
6882,India_0030891.jpg,1,1,1,1
6883,India_0030892.jpg,1,1,1,1
6884,India_0030950.jpg,0,2,1,1
6885,India_0030951.jpg,0,2,1,1
6886,India_0030952.jpg,0,2,1,1
6887,India_0030990.jpg,0,2,1,1
6888,India_0030991.jpg,0,2,1,1
6889,India_0030992.jpg,0,2,1,1
6890,India_0031040.jpg,0,2,1,1
6891,India_0031041.jpg,0,2,1,1
6892,India_0031042.jpg,0,2,1,1
6893,India_0031050.jpg,0,3,1,0
6894,India_0031051.jpg,0,3,1,0
6895,India_0031052.jpg,0,3,1,0
6896,India_0031080.jpg,0,3,1,0
6897,India_0031081.jpg,0,3,1,0
6898,India_0031082.jpg,0,3,1,0
6899,India_0031090.jpg,0,3,1,0
6900,India_0031091.jpg,0,3,1,0
6901,India_0031092.jpg,0,3,1,0
6902,India_0031320.jpg,0,2,1,1
6903,India_0031321.jpg,0,2,1,1
6904,India_0031322.jpg,0,2,1,1
6905,India_0031450.jpg,0,2,1,1
6906,India_0031451.jpg,0,2,1,1
6907,India_0031452.jpg,0,2,1,1
6908,India_0031540.jpg,0,3,1,0
6909,India_0031541.jpg,0,3,1,0
6910,India_0031542.jpg,0,3,1,0
6911,India_0031570.jpg,0,3,1,0
6912,India_0031571.jpg,0,3,1,0
6913,India_0031572.jpg,0,3,1,0
6914,India_0031660.jpg,0,2,1,1
6915,India_0031661.jpg,0,2,1,1
6916,India_0031662.jpg,0,2,1,1
6917,India_0031670.jpg,0,3,1,1
6918,India_0031671.jpg,0,3,1,1
6919,India_0031672.jpg,0,3,1,1
6920,India_0031890.jpg,0,3,1,0
6921,India_0031891.jpg,0,3,1,0
6922,India_0031892.jpg,0,3,1,0
6923,India_0032020.jpg,0,3,1,0
6924,India_0032021.jpg,0,3,1,0
6925,India_0032022.jpg,0,3,1,0
6926,India_0032040.jpg,0,3,1,0
6927,India_0032041.jpg,0,3,1,0
6928,India_0032042.jpg,0,3,1,0
6929,India_0032060.jpg,0,3,1,0
6930,India_0032061.jpg,0,3,1,0
6931,India_0032062.jpg,0,3,1,0
6932,India_0032090.jpg,1,1,1,1
6933,India_0032091.jpg,1,1,1,1
6934,India_0032092.jpg,1,1,1,1
6935,India_0032100.jpg,1,1,1,1
6936,India_0032101.jpg,1,1,1,1
6937,India_0032102.jpg,1,1,1,1
6938,India_0032120.jpg,0,3,1,0
6939,India_0032121.jpg,0,3,1,0
6940,India_0032122.jpg,0,3,1,0
6941,India_0032220.jpg,0,3,1,0
6942,India_0032221.jpg,0,3,1,0
6943,India_0032222.jpg,0,3,1,0
6944,India_0032230.jpg,0,3,1,0
6945,India_0032231.jpg,0,3,1,0
6946,India_0032232.jpg,0,3,1,0
6947,India_0032260.jpg,1,1,1,1
6948,India_0032261.jpg,1,1,1,1
6949,India_0032262.jpg,1,1,1,1
6950,India_0032270.jpg,0,3,1,0
6951,India_0032271.jpg,0,3,1,0
6952,India_0032272.jpg,0,3,1,0
6953,India_0032290.jpg,0,3,1,0
6954,India_0032291.jpg,0,3,1,0
6955,India_0032292.jpg,0,3,1,0
6956,India_0032350.jpg,0,2,1,0
6957,India_0032351.jpg,0,2,1,0
6958,India_0032352.jpg,0,2,1,0
6959,India_0032380.jpg,0,2,1,0
6960,India_0032381.jpg,0,2,1,0
6961,India_0032382.jpg,0,2,1,0
6962,India_0032410.jpg,0,3,1,0
6963,India_0032411.jpg,0,3,1,0
6964,India_0032412.jpg,0,3,1,0
6965,India_0032550.jpg,0,3,1,0
6966,India_0032551.jpg,0,3,1,0
6967,India_0032552.jpg,0,3,1,0
6968,India_0032580.jpg,0,3,1,0
6969,India_0032581.jpg,0,3,1,0
6970,India_0032582.jpg,0,3,1,0
6971,India_0032640.jpg,1,2,1,1
6972,India_0032641.jpg,1,2,1,1
6973,India_0032642.jpg,1,2,1,1
6974,India_0032670.jpg,1,1,1,1
6975,India_0032671.jpg,1,1,1,1
6976,India_0032672.jpg,1,1,1,1
6977,India_0032710.jpg,1,1,1,1
6978,India_0032711.jpg,1,1,1,1
6979,India_0032712.jpg,1,1,1,1
6980,India_0032770.jpg,0,3,1,0
6981,India_0032771.jpg,0,3,1,0
6982,India_0032772.jpg,0,3,1,0
6983,India_0032790.jpg,0,3,1,0
6984,India_0032791.jpg,0,3,1,0
6985,India_0032792.jpg,0,3,1,0
6986,India_0032800.jpg,0,3,1,0
6987,India_0032801.jpg,0,3,1,0
6988,India_0032802.jpg,0,3,1,0
6989,India_0032950.jpg,0,2,1,1
6990,India_0032951.jpg,0,2,1,1
6991,India_0032952.jpg,0,2,1,1
6992,India_0032980.jpg,0,2,1,1
6993,India_0032981.jpg,0,2,1,1
6994,India_0032982.jpg,0,2,1,1
6995,India_0033040.jpg,0,3,1,0
6996,India_0033041.jpg,0,3,1,0
6997,India_0033042.jpg,0,3,1,0
6998,India_0033080.jpg,0,2,1,0
6999,India_0033081.jpg,0,2,1,0
7000,India_0033082.jpg,0,2,1,0
7001,India_0033220.jpg,0,2,1,1
7002,India_0033221.jpg,0,2,1,1
7003,India_0033222.jpg,0,2,1,1
7004,India_0033250.jpg,0,2,1,1
7005,India_0033251.jpg,0,2,1,1
7006,India_0033252.jpg,0,2,1,1
7007,India_0033320.jpg,0,2,1,1
7008,India_0033321.jpg,0,2,1,1
7009,India_0033322.jpg,0,2,1,1
7010,India_0033330.jpg,1,1,1,1
7011,India_0033331.jpg,1,1,1,1
7012,India_0033332.jpg,1,1,1,1
7013,India_0033350.jpg,0,3,1,0
7014,India_0033351.jpg,0,3,1,0
7015,India_0033352.jpg,0,3,1,0
7016,India_0033360.jpg,0,3,1,0
7017,India_0033361.jpg,0,3,1,0
7018,India_0033362.jpg,0,3,1,0
7019,India_0033410.jpg,0,2,1,1
7020,India_0033411.jpg,0,2,1,1
7021,India_0033412.jpg,0,2,1,1
7022,India_0033500.jpg,0,3,1,0
7023,India_0033501.jpg,0,3,1,0
7024,India_0033502.jpg,0,3,1,0
7025,India_0033550.jpg,0,3,1,0
7026,India_0033551.jpg,0,3,1,0
7027,India_0033552.jpg,0,3,1,0
7028,India_0033570.jpg,0,3,1,0
7029,India_0033571.jpg,0,3,1,0
7030,India_0033572.jpg,0,3,1,0
7031,India_0033670.jpg,0,3,1,0
7032,India_0033671.jpg,0,3,1,0
7033,India_0033672.jpg,0,3,1,0
7034,India_0033690.jpg,0,2,1,1
7035,India_0033691.jpg,0,2,1,1
7036,India_0033692.jpg,0,2,1,1
7037,India_0033710.jpg,0,2,1,1
7038,India_0033711.jpg,0,2,1,1
7039,India_0033712.jpg,0,2,1,1
7040,India_0033750.jpg,0,2,1,1
7041,India_0033751.jpg,0,2,1,1
7042,India_0033752.jpg,0,2,1,1
7043,India_0033800.jpg,1,2,1,1
7044,India_0033801.jpg,1,2,1,1
7045,India_0033802.jpg,1,2,1,1
7046,India_0033900.jpg,1,2,1,1
7047,India_0033901.jpg,1,2,1,1
7048,India_0033902.jpg,1,2,1,1
7049,India_0033930.jpg,0,3,1,0
7050,India_0033931.jpg,0,3,1,0
7051,India_0033932.jpg,0,3,1,0
7052,India_0033960.jpg,0,2,1,1
7053,India_0033961.jpg,0,2,1,1
7054,India_0033962.jpg,0,2,1,1
7055,India_0034190.jpg,0,2,1,1
7056,India_0034191.jpg,0,2,1,1
7057,India_0034192.jpg,0,2,1,1
7058,India_0034230.jpg,0,2,1,1
7059,India_0034231.jpg,0,2,1,1
7060,India_0034232.jpg,0,2,1,1
7061,India_0034390.jpg,0,3,1,0
7062,India_0034391.jpg,0,3,1,0
7063,India_0034392.jpg,0,3,1,0
7064,India_0034400.jpg,0,3,1,0
7065,India_0034401.jpg,0,3,1,0
7066,India_0034402.jpg,0,3,1,0
7067,India_0034410.jpg,1,2,1,0
7068,India_0034411.jpg,1,2,1,0
7069,India_0034412.jpg,1,2,1,0
7070,India_0034420.jpg,1,2,1,0
7071,India_0034421.jpg,1,2,1,0
7072,India_0034422.jpg,1,2,1,0
7073,India_0034480.jpg,0,2,1,1
7074,India_0034481.jpg,0,2,1,1
7075,India_0034482.jpg,0,2,1,1
7076,India_0034500.jpg,0,2,1,1
7077,India_0034501.jpg,0,2,1,1
7078,India_0034502.jpg,0,2,1,1
7079,India_0034700.jpg,0,2,1,1
7080,India_0034701.jpg,0,2,1,1
7081,India_0034702.jpg,0,2,1,1
7082,India_0034760.jpg,0,2,1,0
7083,India_0034761.jpg,0,2,1,0
7084,India_0034762.jpg,0,2,1,0
7085,India_0034770.jpg,0,2,1,1
7086,India_0034771.jpg,0,2,1,1
7087,India_0034772.jpg,0,2,1,1
7088,India_0034840.jpg,0,2,1,1
7089,India_0034841.jpg,0,2,1,1
7090,India_0034842.jpg,0,2,1,1
7091,India_0034870.jpg,0,2,1,1
7092,India_0034871.jpg,0,2,1,1
7093,India_0034872.jpg,0,2,1,1
7094,India_0034920.jpg,0,2,1,1
7095,India_0034921.jpg,0,2,1,1
7096,India_0034922.jpg,0,2,1,1
7097,India_0034970.jpg,0,3,1,0
7098,India_0034971.jpg,0,3,1,0
7099,India_0034972.jpg,0,3,1,0
7100,India_0035040.jpg,0,3,1,0
7101,India_0035041.jpg,0,3,1,0
7102,India_0035042.jpg,0,3,1,0
7103,India_0035100.jpg,0,2,1,1
7104,India_0035101.jpg,0,2,1,1
7105,India_0035102.jpg,0,2,1,1
7106,India_0035110.jpg,0,2,1,1
7107,India_0035111.jpg,0,2,1,1
7108,India_0035112.jpg,0,2,1,1
7109,India_0035180.jpg,0,2,1,1
7110,India_0035181.jpg,0,2,1,1
7111,India_0035182.jpg,0,2,1,1
7112,India_0035240.jpg,0,3,1,0
7113,India_0035241.jpg,0,3,1,0
7114,India_0035242.jpg,0,3,1,0
7115,India_0035290.jpg,0,3,1,0
7116,India_0035291.jpg,0,3,1,0
7117,India_0035292.jpg,0,3,1,0
7118,India_0035310.jpg,0,2,1,1
7119,India_0035311.jpg,0,2,1,1
7120,India_0035312.jpg,0,2,1,1
7121,India_0035340.jpg,1,1,1,1
7122,India_0035341.jpg,1,1,1,1
7123,India_0035342.jpg,1,1,1,1
7124,India_0035440.jpg,0,2,1,1
7125,India_0035441.jpg,0,2,1,1
7126,India_0035442.jpg,0,2,1,1
7127,India_0035490.jpg,0,2,1,1
7128,India_0035491.jpg,0,2,1,1
7129,India_0035492.jpg,0,2,1,1
7130,India_0035550.jpg,0,3,1,0
7131,India_0035551.jpg,0,3,1,0
7132,India_0035552.jpg,0,3,1,0
7133,India_0035590.jpg,1,1,1,1
7134,India_0035591.jpg,1,1,1,1
7135,India_0035592.jpg,1,1,1,1
7136,India_0035620.jpg,0,3,1,0
7137,India_0035621.jpg,0,3,1,0
7138,India_0035622.jpg,0,3,1,0
7139,India_0035630.jpg,0,2,1,1
7140,India_0035631.jpg,0,2,1,1
7141,India_0035632.jpg,0,2,1,1
7142,India_0035740.jpg,0,2,1,1
7143,India_0035741.jpg,0,2,1,1
7144,India_0035742.jpg,0,2,1,1
7145,India_0035820.jpg,0,2,1,1
7146,India_0035821.jpg,0,2,1,1
7147,India_0035822.jpg,0,2,1,1
7148,India_0035840.jpg,0,2,1,1
7149,India_0035841.jpg,0,2,1,1
7150,India_0035842.jpg,0,2,1,1
7151,India_0035880.jpg,0,3,1,0
7152,India_0035881.jpg,0,3,1,0
7153,India_0035882.jpg,0,3,1,0
7154,India_0035900.jpg,1,2,1,1
7155,India_0035901.jpg,1,2,1,1
7156,India_0035902.jpg,1,2,1,1
7157,India_0035960.jpg,0,3,1,0
7158,India_0035961.jpg,0,3,1,0
7159,India_0035962.jpg,0,3,1,0
7160,India_0036000.jpg,0,2,1,1
7161,India_0036001.jpg,0,2,1,1
7162,India_0036002.jpg,0,2,1,1
7163,India_0036030.jpg,0,3,1,0
7164,India_0036031.jpg,0,3,1,0
7165,India_0036032.jpg,0,3,1,0
7166,India_0036040.jpg,0,3,1,1
7167,India_0036041.jpg,0,3,1,1
7168,India_0036042.jpg,0,3,1,1
7169,India_0036070.jpg,1,1,0,1
7170,India_0036071.jpg,1,1,0,1
7171,India_0036072.jpg,1,1,0,1
7172,India_0036120.jpg,1,2,1,1
7173,India_0036121.jpg,1,2,1,1
7174,India_0036122.jpg,1,2,1,1
7175,India_0036130.jpg,1,2,1,1
7176,India_0036131.jpg,1,2,1,1
7177,India_0036132.jpg,1,2,1,1
7178,India_0036150.jpg,1,2,1,1
